ID,Name,Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Preferred,Rating,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
207877,J. Martínez,89,24,66,90,80,90,79,74,0,68,82,79,0,0,0,0,0,0,72,0,90,0,62,0,67,ST,78,74,67,77,0,89,73,0,71,65,69
204923,M. Sabitzer,87,23,69,79,81,83,80,72,0,72,76,77,0,0,0,0,0,0,52,0,77,0,78,0,65,ST,78,77,77,83,0,79,84,0,74,73,74
204838,R. Jiménez,75,26,80,76,82,51,77,74,0,70,74,75,0,0,0,0,0,0,82,0,70,0,69,0,87,ST,78,79,71,78,0,77,81,0,81,71,80
204819,E. Sala,56,26,74,63,79,55,79,80,0,68,73,79,0,0,0,0,0,0,79,0,74,0,72,0,68,ST,78,78,74,79,0,67,92,0,82,58,75
204077,M. Niang,86,22,50,83,82,65,82,70,0,68,84,70,0,0,0,0,0,0,64,0,69,0,74,0,70,ST,78,70,72,86,0,92,73,0,70,75,72
201013,L. Teodorczyk,66,26,77,63,84,58,72,79,0,50,67,82,0,0,0,0,0,0,84,0,75,0,69,0,65,ST,78,79,69,77,0,74,80,0,81,65,76
199602,J. Guidetti,65,25,75,65,78,58,83,78,0,68,76,79,0,0,0,0,0,0,67,0,68,0,80,0,81,ST,78,76,70,85,0,65,62,0,82,60,77
199069,V. Aboubakar,77,25,77,75,76,63,79,77,0,69,80,74,0,0,0,0,0,0,77,0,78,0,76,0,76,ST,78,75,74,78,0,83,77,0,83,72,70
198140,R. Funes Mori,79,26,80,79,80,73,74,76,0,75,75,82,0,0,0,0,0,0,77,0,78,0,68,0,70,ST,78,78,70,74,0,76,84,0,77,72,72
196150,T. Gutiérrez,66,32,77,76,81,74,83,82,0,67,78,80,0,0,0,0,0,0,73,0,80,0,76,0,72,ST,78,77,77,78,0,65,68,0,76,76,75
195671,C. Austin,64,27,67,65,83,55,74,78,0,59,66,82,0,0,0,0,0,0,81,0,82,0,71,0,80,ST,78,78,59,83,0,66,72,0,80,61,72
142707,L. López,77,34,57,82,81,79,80,79,0,76,76,77,0,0,0,0,0,0,76,0,80,0,75,0,84,ST,78,76,75,77,0,83,76,0,73,71,74
204923,M. Sabitzer,87,23,69,79,81,83,80,72,0,72,76,77,0,0,0,0,0,0,52,0,77,0,78,0,65,ST,78,77,77,83,0,79,84,0,74,73,74
223627,O. Al Soma,74,28,67,69,77,69,76,71,0,69,71,80,0,0,0,0,0,0,77,0,63,0,76,0,74,ST,78,79,69,84,0,73,82,0,84,70,67
199069,V. Aboubakar,77,25,77,75,76,63,79,77,0,69,80,74,0,0,0,0,0,0,77,0,78,0,76,0,76,ST,78,75,74,78,0,83,77,0,83,72,70
152999,R. Palacio,79,35,79,78,84,83,84,80,0,78,82,80,0,0,0,0,0,0,75,0,80,0,62,0,79,ST,78,76,74,70,0,78,69,0,62,76,76
199602,J. Guidetti,65,25,75,65,78,58,83,78,0,68,76,79,0,0,0,0,0,0,67,0,68,0,80,0,81,ST,78,76,70,85,0,65,62,0,82,60,77
194996,Borja Bastón,57,24,61,62,83,39,80,70,0,68,69,78,0,0,0,0,0,0,77,0,56,0,73,0,72,ST,78,78,66,81,0,66,56,0,91,65,80
158133,J. Farfán,82,32,73,75,74,66,79,80,0,80,78,75,0,0,0,0,0,0,58,0,76,0,75,0,79,ST,78,75,77,81,0,83,69,0,78,78,69
165560,M. Ruben,77,30,65,71,82,72,80,75,0,64,72,83,0,0,0,0,0,0,75,0,80,0,67,0,74,ST,78,78,68,75,0,76,69,0,73,70,68
123576,M. Borriello,57,35,58,67,85,60,78,81,0,61,69,83,0,0,0,0,0,0,80,0,78,0,50,0,74,ST,78,77,68,80,0,65,61,0,78,62,70
153296,Y. Gourcuff,63,30,68,77,70,68,83,79,0,80,82,64,0,0,0,0,0,0,71,0,71,0,75,0,75,ST,78,75,80,76,0,66,68,0,76,83,70
187607,A. Dzyuba,66,28,75,50,81,32,78,70,0,65,71,77,0,0,0,0,0,0,88,0,60,0,66,0,77,ST,78,76,71,79,0,65,83,0,93,73,72
124375,B. Yılmaz,83,31,85,72,86,48,62,65,0,66,69,82,0,0,0,0,0,0,72,0,66,0,73,0,79,ST,78,81,66,85,0,81,67,0,77,62,77
192991,C. Tosun,73,26,72,76,80,66,76,74,0,72,74,78,0,0,0,0,0,0,82,0,81,0,74,0,82,ST,78,78,70,80,0,73,75,0,80,61,76
216547,Rafa,91,24,40,91,78,85,80,77,0,75,83,65,0,0,0,0,0,0,46,0,58,0,64,0,59,ST,78,79,74,71,0,92,64,0,37,75,64
198140,R. Funes Mori,79,26,80,79,80,73,74,76,0,75,75,82,0,0,0,0,0,0,77,0,78,0,68,0,70,ST,78,78,70,74,0,76,84,0,77,72,72
160000,H. Briceldo,84,25,65,55,73,55,69,79,0,59,73,74,0,0,0,0,0,0,77,0,84,0,76,0,74,CF,77,83,63,84,0,81,56,0,87,58,76
176949,B. Ruíz,64,31,33,74,74,71,84,80,0,81,85,65,0,0,0,0,0,0,75,0,56,0,75,0,73,CF,77,72,78,77,0,66,56,0,67,78,79
230524,Formosandrinho,81,25,52,79,75,77,73,78,0,61,72,76,0,0,0,0,0,0,77,0,56,0,77,0,56,CF,77,73,65,85,0,81,61,0,72,56,72
230269,Claudio Coíntra,87,33,42,86,70,83,76,84,0,86,75,73,0,0,0,0,0,0,45,0,58,0,68,0,73,CF,77,81,75,74,0,74,75,0,57,77,77
230294,Louri Beretta,84,25,65,55,73,55,69,79,0,59,73,74,0,0,0,0,0,0,77,0,84,0,76,0,74,CF,77,83,63,84,0,81,56,0,87,58,76
160161,P. Hidalgado,81,25,52,79,75,77,73,78,0,61,72,76,0,0,0,0,0,0,77,0,56,0,77,0,56,CF,77,73,65,85,0,81,61,0,72,56,72
159978,C. Ruvios,87,33,42,86,70,83,76,84,0,86,75,73,0,0,0,0,0,0,45,0,58,0,68,0,73,CF,77,81,75,74,0,74,75,0,57,77,77
167669,F. Higuaín,73,32,65,71,74,76,77,77,0,77,75,72,0,0,0,0,0,0,62,0,64,0,79,0,64,CF,77,78,79,75,0,61,68,0,59,79,71
200197,N. Blandi,67,27,47,79,83,60,75,79,0,55,65,82,0,0,0,0,0,0,80,0,82,0,72,0,78,ST,77,78,69,75,0,65,74,0,64,43,77
210950,P. De Blasis,87,29,72,93,72,95,80,74,0,77,83,71,0,0,0,0,0,0,71,0,92,0,73,0,77,ST,77,76,74,75,0,75,77,0,47,71,60
156432,G. Hoarau,55,33,63,59,81,31,71,76,0,66,70,82,0,0,0,0,0,0,81,0,62,0,69,0,81,ST,77,77,75,74,0,52,65,0,89,69,75
183569,E. Choupo,76,28,59,76,76,66,83,72,0,76,86,75,0,0,0,0,0,0,74,0,64,0,64,0,68,ST,77,77,75,77,0,78,75,0,77,66,75
202515,Jesé,87,24,29,85,75,74,81,74,0,74,81,71,0,0,0,0,0,0,42,0,71,0,72,0,68,ST,77,71,77,73,0,80,63,0,62,70,55
205850,L. Pavoletti,67,28,60,65,80,59,74,73,0,49,66,83,0,0,0,0,0,0,82,0,82,0,56,0,64,ST,77,76,64,80,0,67,69,0,85,52,80
198715,Sergio León,77,28,69,82,78,75,76,75,0,69,75,82,0,0,0,0,0,0,71,0,77,0,74,0,80,ST,77,74,67,75,0,76,75,0,66,61,77
194365,S. Okazaki,76,31,80,83,82,71,78,70,0,53,77,74,0,0,0,0,0,0,74,0,91,0,68,0,74,ST,77,84,76,77,0,73,79,0,69,69,76
198719,N. Redmond,89,23,38,91,74,86,79,70,0,69,83,69,0,0,0,0,0,0,33,0,50,0,71,0,57,ST,77,65,72,71,0,86,72,0,47,72,55
148803,K. Huntelaar,52,33,69,54,80,62,75,83,0,73,67,80,0,0,0,0,0,0,78,0,77,0,73,0,56,ST,77,78,73,80,0,57,60,0,79,61,81
179527,L. Rémy,74,30,59,75,81,64,72,76,0,66,73,78,0,0,0,0,0,0,76,0,83,0,74,0,76,ST,77,77,68,76,0,77,66,0,74,71,70
194138,A. Gray,90,26,70,78,79,75,70,71,0,57,72,80,0,0,0,0,0,0,65,0,72,0,64,0,74,ST,77,72,66,80,0,89,79,0,81,67,67
210287,J. Córdoba,77,24,90,66,76,72,73,74,0,60,74,69,0,0,0,0,0,0,74,0,75,0,68,0,69,ST,77,76,69,86,0,84,68,0,90,62,74
164985,C. Théréau,67,34,66,67,80,58,81,75,0,69,79,81,0,0,0,0,0,0,78,0,72,0,69,0,73,ST,77,80,74,78,0,77,69,0,74,79,80
205693,S. Haller,74,23,41,64,77,51,79,67,0,52,72,79,0,0,0,0,0,0,75,0,80,0,62,0,88,ST,77,76,64,77,0,78,72,0,91,70,70
217731,Sandro,76,21,62,85,77,81,81,65,0,83,75,84,0,0,0,0,0,0,62,0,72,0,77,0,70,ST,77,73,68,80,0,75,65,0,68,56,74
175254,F. Caicedo,70,28,80,61,82,67,77,70,0,66,72,72,0,0,0,0,0,0,75,0,75,0,68,0,73,ST,77,78,69,84,0,74,66,0,90,61,75
